Freq[#], X[m], Y[m], V[m], Z[m], Log(Abs)[*], Log(Im)[*], Log(Re)[*], Phase[*], Con[mS/m], Ro[Om*m], PPM, Lat[*], Lon[*], GNSS altitude, UTC
1, 347.387, 423.267, 547.570, -10, 1.43281e-07, 1.09645e-07, -9.2235e-08, -49.929, 71.8804, 13.912, 278.717, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
2, 347.387, 423.267, 547.570, -9.28571, 2.06103e-07, 1.5353e-07, -1.37503e-07, -48.1521, 66.9222, 14.9427, 384.766, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
3, 347.387, 423.267, 547.570, -8.57143, 3.05404e-07, 1.86668e-07, -2.41716e-07, -37.6775, 61.2984, 16.3136, 560.191, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
4, 347.387, 423.267, 547.570, -7.85714, 4.65443e-07, 2.65268e-07, -3.82453e-07, -34.745, 54.3415, 18.4021, 830.111, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
5, 347.387, 423.267, 547.570, -7.14286, 8.00435e-07, 4.56234e-07, -6.57683e-07, -34.749, 50.7743, 19.695, 1409.43, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
6, 347.387, 423.267, 547.570, -6.42857, 1.51783e-06, 8.43791e-07, -1.26167e-06, -33.7742, 46.3359, 21.5815, 2636.13, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
7, 347.387, 423.267, 547.570, -5.71429, 2.31246e-06, 1.089e-06, -2.03999e-06, -28.0945, 46.7463, 21.3921, 4037.56, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
8, 347.387, 423.267, 547.570, -5, 3.28509e-06, 1.77706e-06, -2.76294e-06, -32.7482, 41.9256, 23.8518, 5669.52, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
9, 347.387, 423.267, 547.570, -4.28571, 5.22924e-06, 2.79484e-06, -4.4197e-06, -32.3076, 39.7603, 25.1507, 9139.27, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
10, 347.387, 423.267, 547.570, -3.57143, 8.83404e-06, 4.80434e-06, -7.41341e-06, -32.9457, 36.6345, 27.2967, 15514.1, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
11, 347.387, 423.267, 547.570, -2.85714, 1.59266e-05, 9.00364e-06, -1.31373e-05, -34.4247, 32.894, 30.4007, 28455.8, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
12, 347.387, 423.267, 547.570, -2.14286, 3.14948e-05, 1.99661e-05, -2.43574e-05, -39.3419, 27.9061, 35.8344, 57485.3, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
13, 347.387, 423.267, 547.570, -1.42857, 6.572e-05, 5.13051e-05, -4.10719e-05, -51.3213, 21.792, 45.8884, 136314, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
14, 347.387, 423.267, 547.570, -0.714286, 0.000162459, 0.000146731, -6.97354e-05, -64.5801, 17.1606, 58.273, 375810, 46.55242144, 40.29793292, 0, 2021.07.23 12:11:21:367
1, 347.316, 415.846, 541.808, -10, 1.41767e-07, 1.07096e-07, -9.28881e-08, -49.0638, 71.1233, 14.0601, 275.927, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
2, 347.316, 415.846, 541.808, -9.28571, 2.02688e-07, 1.4595e-07, -1.40644e-07, -46.0607, 65.8174, 15.1936, 378.63, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
3, 347.316, 415.846, 541.808, -8.57143, 3.0354e-07, 1.82759e-07, -2.42354e-07, -37.0199, 60.9258, 16.4134, 556.97, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
4, 347.316, 415.846, 541.808, -7.85714, 4.74584e-07, 2.78784e-07, -3.8407e-07, -35.9747, 55.4031, 18.0495, 846.962, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
5, 347.316, 415.846, 541.808, -7.14286, 8.20281e-07, 4.50702e-07, -6.85367e-07, -33.3292, 52.0249, 19.2216, 1443.79, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
6, 347.316, 415.846, 541.808, -6.42857, 1.54569e-06, 8.57731e-07, -1.28587e-06, -33.7051, 47.1792, 21.1958, 2683.65, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
7, 347.316, 415.846, 541.808, -5.71429, 2.3053e-06, 1.0838e-06, -2.03465e-06, -28.043, 46.6031, 21.4578, 4026.48, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
8, 347.316, 415.846, 541.808, -5, 3.24311e-06, 1.8032e-06, -2.6956e-06, -33.7802, 41.3961, 24.1569, 5591.2, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
9, 347.316, 415.846, 541.808, -4.28571, 5.0809e-06, 2.76121e-06, -4.26512e-06, -32.9188, 38.6484, 25.8743, 8868.41, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
10, 347.316, 415.846, 541.808, -3.57143, 8.6435e-06, 4.77797e-06, -7.20285e-06, -33.5581, 35.8582, 27.8876, 15191.6, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
11, 347.316, 415.846, 541.808, -2.85714, 1.53347e-05, 8.92564e-06, -1.24694e-05, -35.5953, 31.6986, 31.5472, 27402.6, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
12, 347.316, 415.846, 541.808, -2.14286, 3.04086e-05, 1.97445e-05, -2.31265e-05, -40.4894, 26.9713, 37.0765, 55500, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
13, 347.316, 415.846, 541.808, -1.42857, 6.36578e-05, 5.07592e-05, -3.84163e-05, -52.8803, 21.1345, 47.316, 132119, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
14, 347.316, 415.846, 541.808, -0.714286, 0.000159944, 0.00014591, -6.55162e-05, -65.8191, 16.9114, 59.1319, 369700, 46.55235470, 40.29793198, 0, 2021.07.23 12:11:23:117
1, 347.064, 408.318, 535.889, -10, 1.41941e-07, 1.07254e-07, -9.29723e-08, -49.08, 71.2107, 14.0428, 276.488, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
2, 347.064, 408.318, 535.889, -9.28571, 2.01985e-07, 1.50147e-07, -1.35106e-07, -48.0182, 65.59, 15.2462, 377.669, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
3, 347.064, 408.318, 535.889, -8.57143, 3.04599e-07, 1.88351e-07, -2.39384e-07, -38.1962, 61.1375, 16.3566, 558.614, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
4, 347.064, 408.318, 535.889, -7.85714, 4.73693e-07, 2.81141e-07, -3.81241e-07, -36.4064, 55.2996, 18.0833, 845.397, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
5, 347.064, 408.318, 535.889, -7.14286, 8.16454e-07, 4.60322e-07, -6.74315e-07, -34.3194, 51.7837, 19.3111, 1436.88, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
6, 347.064, 408.318, 535.889, -6.42857, 1.54034e-06, 8.77195e-07, -1.26616e-06, -34.7142, 47.0172, 21.2688, 2673.67, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
7, 347.064, 408.318, 535.889, -5.71429, 2.30354e-06, 1.05917e-06, -2.04559e-06, -27.3744, 46.5679, 21.474, 4022.54, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
8, 347.064, 408.318, 535.889, -5, 3.30403e-06, 1.76199e-06, -2.79499e-06, -32.2278, 42.1644, 23.7167, 5694.66, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
9, 347.064, 408.318, 535.889, -4.28571, 5.10281e-06, 2.72934e-06, -4.31154e-06, -32.3351, 38.8127, 25.7648, 8912.66, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
10, 347.064, 408.318, 535.889, -3.57143, 8.65315e-06, 4.82634e-06, -7.18216e-06, -33.9007, 35.8976, 27.857, 15195.6, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
11, 347.064, 408.318, 535.889, -2.85714, 1.57068e-05, 8.95334e-06, -1.29051e-05, -34.7524, 32.4503, 30.8163, 28061.9, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
12, 347.064, 408.318, 535.889, -2.14286, 3.12697e-05, 2.01088e-05, -2.39464e-05, -40.0217, 27.7125, 36.0848, 57082.8, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
13, 347.064, 408.318, 535.889, -1.42857, 6.52649e-05, 5.18789e-05, -3.9599e-05, -52.6457, 21.647, 46.1958, 135549, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
14, 347.064, 408.318, 535.889, -0.714286, 0.000161741, 0.000147844, -6.55921e-05, -66.0751, 17.0895, 58.5156, 373737, 46.55228700, 40.29792868, 0, 2021.07.23 12:11:24:868
1, 346.838, 400.993, 530.181, -10, 1.4146e-07, 1.08099e-07, -9.12439e-08, -49.8331, 70.9698, 14.0905, 275.286, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
2, 346.838, 400.993, 530.181, -9.28571, 1.9377e-07, 1.36882e-07, -1.3715e-07, -44.944, 62.9319, 15.8902, 361.71, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
3, 346.838, 400.993, 530.181, -8.57143, 3.00675e-07, 1.8976e-07, -2.3323e-07, -39.1324, 60.3532, 16.5691, 551.756, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
4, 346.838, 400.993, 530.181, -7.85714, 4.73715e-07, 2.93192e-07, -3.72081e-07, -38.2373, 55.3022, 18.0825, 845.171, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
5, 346.838, 400.993, 530.181, -7.14286, 7.96643e-07, 4.65618e-07, -6.46405e-07, -35.7659, 50.5353, 19.7881, 1402.15, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
6, 346.838, 400.993, 530.181, -6.42857, 1.49338e-06, 8.38129e-07, -1.23601e-06, -34.1408, 45.5959, 21.9318, 2591.61, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
7, 346.838, 400.993, 530.181, -5.71429, 2.27673e-06, 1.10199e-06, -1.99227e-06, -28.9485, 46.0315, 21.7243, 3974.99, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
8, 346.838, 400.993, 530.181, -5, 3.22581e-06, 1.7748e-06, -2.69368e-06, -33.38, 41.1778, 24.2849, 5563.57, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
9, 346.838, 400.993, 530.181, -4.28571, 5.13817e-06, 2.77324e-06, -4.3255e-06, -32.6655, 39.0778, 25.59, 8970.34, 46.55222112, 40.29792572, 0, 2021.07.23 12:11:26:867
